age,job,marital,Married,education,Ed,default,Def,balance,housing,House,loan,Personal,contact,day,month,duration,campaign,pdays,previous,Previous,Subscribe
41,blue-collar,married,1,secondary,2,no,0,1459,no,0,no,0,unknown,5,jun,82,1,-1,0,0,0
48,technician,married,1,tertiary,3,no,0,0,no,0,no,0,telephone,26,aug,176,15,-1,0,0,0
31,management,married,1,secondary,2,no,0,625,yes,1,no,0,cellular,7,apr,424,1,138,1,0,0
37,student,married,1,unknown,0,no,0,0,no,0,no,0,unknown,18,jun,115,1,-1,0,0,0
51,services,married,1,secondary,2,no,0,867,yes,1,no,0,cellular,3,feb,177,2,211,3,0,0
80,retired,married,1,secondary,2,no,0,8304,no,0,no,0,telephone,9,jun,712,1,64,12,0,1
32,management,single,0,tertiary,3,no,0,151,yes,1,no,0,unknown,6,may,118,1,-1,0,0,0
48,services,married,1,primary,1,yes,1,-583,yes,1,no,0,unknown,2,jun,25,7,-1,0,0,0
49,blue-collar,married,1,tertiary,3,no,0,1784,no,0,no,0,unknown,12,jun,753,1,-1,0,0,0
30,management,married,1,tertiary,3,no,0,3134,yes,1,no,0,cellular,17,jul,124,1,-1,0,0,0
27,self-employed,single,0,secondary,2,no,0,49,yes,1,no,0,cellular,30,jan,208,2,-1,0,0,0
34,technician,married,1,secondary,2,no,0,-346,no,0,no,0,cellular,13,aug,136,4,-1,0,0,0
49,management,married,1,secondary,2,no,0,1623,yes,1,no,0,cellular,19,nov,1081,2,-1,0,0,1
48,management,married,1,tertiary,3,no,0,60,no,0,no,0,telephone,7,may,376,2,339,7,0,0
40,services,married,1,secondary,2,no,0,17,no,0,no,0,cellular,4,jun,78,1,-1,0,0,0
38,blue-collar,married,1,secondary,2,no,0,2008,yes,1,no,0,cellular,18,nov,354,1,-1,0,0,0
46,blue-collar,married,1,primary,1,no,0,91,yes,1,no,0,cellular,6,may,29,1,356,2,0,0
41,entrepreneur,married,1,tertiary,3,no,0,171,yes,1,no,0,cellular,19,nov,209,1,191,4,0,0
28,management,single,0,tertiary,3,no,0,1027,yes,1,no,0,cellular,14,may,433,1,-1,0,0,0
51,services,married,1,unknown,0,no,0,5801,yes,1,no,0,unknown,29,may,147,2,-1,0,0,0
33,blue-collar,divorced,0,primary,1,no,0,142,yes,1,no,0,telephone,11,may,41,2,300,5,0,0
26,management,single,0,tertiary,3,no,0,205,no,0,no,0,unknown,26,may,111,1,-1,0,0,0
34,admin.,single,0,secondary,2,no,0,852,no,0,no,0,cellular,14,apr,108,2,-1,0,0,0
27,blue-collar,married,1,secondary,2,yes,1,-584,yes,1,no,0,cellular,7,may,411,2,-1,0,0,0
42,self-employed,married,1,secondary,2,no,0,97,no,0,no,0,cellular,10,jul,108,2,-1,0,0,0
45,admin.,married,1,secondary,2,no,0,204,yes,1,no,0,cellular,3,jun,224,2,-1,0,0,1
31,technician,single,0,secondary,2,no,0,628,yes,1,no,0,unknown,12,may,1083,2,-1,0,0,0
32,management,single,0,tertiary,3,no,0,311,no,0,no,0,unknown,12,may,757,2,-1,0,0,1
39,blue-collar,married,1,primary,1,no,0,1564,no,0,no,0,unknown,17,jun,57,1,-1,0,0,0
26,blue-collar,single,0,secondary,2,no,0,856,yes,1,yes,1,cellular,30,jul,95,5,-1,0,0,0
40,management,single,0,tertiary,3,no,0,1509,no,0,no,0,cellular,15,mar,144,2,124,1,0,0
52,services,married,1,secondary,2,no,0,-888,no,0,no,0,cellular,16,jul,135,1,-1,0,0,0
40,technician,single,0,tertiary,3,no,0,226,no,0,no,0,cellular,15,jan,176,2,-1,0,0,0
48,technician,married,1,secondary,2,no,0,127,no,0,yes,1,cellular,7,aug,524,5,-1,0,0,0
31,services,married,1,secondary,2,no,0,413,yes,1,no,0,unknown,13,may,65,1,-1,0,0,0
27,admin.,married,1,secondary,2,no,0,710,yes,1,yes,1,cellular,6,may,653,1,334,2,1,1
47,technician,married,1,secondary,2,no,0,1233,yes,1,no,0,unknown,11,sep,91,1,100,2,0,1
28,management,single,0,secondary,2,no,0,171,no,0,no,0,cellular,10,mar,93,1,-1,0,0,1
40,management,divorced,0,tertiary,3,no,0,69,yes,1,no,0,cellular,6,may,503,2,280,2,0,0
34,admin.,married,1,secondary,2,no,0,1499,yes,1,no,0,cellular,13,apr,186,1,327,2,0,0
29,self-employed,married,1,tertiary,3,no,0,751,yes,1,no,0,unknown,23,may,121,2,-1,0,0,0
36,management,married,1,tertiary,3,no,0,61,no,0,yes,1,cellular,19,aug,452,2,-1,0,0,0
83,retired,married,1,primary,1,no,0,425,no,0,no,0,telephone,22,jun,883,1,140,1,0,1
55,services,divorced,0,primary,1,no,0,2923,yes,1,no,0,unknown,15,may,104,2,-1,0,0,0
43,management,divorced,0,tertiary,3,no,0,99,no,0,no,0,cellular,29,jan,24,3,-1,0,0,0
23,student,single,0,secondary,2,no,0,1021,no,0,no,0,telephone,19,jun,79,9,-1,0,0,0
44,technician,married,1,tertiary,3,no,0,1146,no,0,no,0,cellular,4,jul,178,2,-1,0,0,0
58,blue-collar,married,1,primary,1,no,0,781,yes,1,no,0,cellular,15,may,74,2,-1,0,0,0
29,admin.,single,0,secondary,2,no,0,1448,no,0,no,0,cellular,10,mar,217,1,184,7,0,0
30,management,single,0,tertiary,3,no,0,604,no,0,yes,1,cellular,2,feb,475,1,-1,0,0,0
29,admin.,single,0,secondary,2,no,0,-194,yes,1,no,0,cellular,7,may,127,1,-1,0,0,0
41,technician,married,1,secondary,2,no,0,0,no,0,no,0,cellular,11,mar,101,1,-1,0,0,0
35,housemaid,married,1,primary,1,no,0,0,yes,1,no,0,cellular,14,jul,340,3,-1,0,0,0
31,technician,single,0,secondary,2,no,0,1014,yes,1,no,0,cellular,23,jul,158,4,-1,0,0,0
27,admin.,single,0,tertiary,3,no,0,73,no,0,no,0,cellular,29,jan,242,1,-1,0,0,0
47,services,married,1,secondary,2,no,0,2597,yes,1,no,0,unknown,16,may,323,1,-1,0,0,0
53,self-employed,married,1,tertiary,3,no,0,2627,yes,1,yes,1,unknown,16,jun,18,30,-1,0,0,0
34,management,married,1,tertiary,3,no,0,1906,yes,1,no,0,cellular,14,jul,68,3,-1,0,0,0
34,blue-collar,married,1,primary,1,no,0,-319,yes,1,yes,1,cellular,9,jul,134,4,-1,0,0,0
36,management,married,1,tertiary,3,no,0,-296,yes,1,no,0,cellular,14,may,113,3,-1,0,0,0
40,technician,married,1,secondary,2,no,0,169,yes,1,no,0,cellular,18,aug,43,4,-1,0,0,0
37,self-employed,single,0,tertiary,3,no,0,556,no,0,no,0,unknown,17,jun,200,2,-1,0,0,0
65,retired,divorced,0,unknown,0,no,0,300,no,0,no,0,cellular,2,aug,245,2,-1,0,0,0
53,technician,divorced,0,secondary,2,no,0,751,yes,1,no,0,unknown,16,may,343,4,-1,0,0,0
28,technician,single,0,secondary,2,no,0,126,no,0,no,0,cellular,3,mar,229,1,-1,0,0,0
33,technician,divorced,0,tertiary,3,no,0,-386,yes,1,no,0,unknown,23,may,530,1,-1,0,0,0
56,blue-collar,married,1,primary,1,no,0,379,no,0,no,0,cellular,13,aug,58,5,-1,0,0,0
45,self-employed,married,1,secondary,2,no,0,706,no,0,no,0,cellular,30,apr,78,2,176,1,1,0
39,technician,married,1,secondary,2,no,0,9121,no,0,no,0,unknown,5,jun,147,1,-1,0,0,0
28,management,single,0,tertiary,3,no,0,1466,yes,1,no,0,cellular,25,jul,40,1,-1,0,0,0
36,blue-collar,married,1,primary,1,no,0,0,yes,1,no,0,cellular,18,nov,618,2,-1,0,0,0
41,blue-collar,married,1,primary,1,no,0,951,yes,1,no,0,cellular,20,apr,23,4,-1,0,0,0
46,admin.,married,1,secondary,2,no,0,368,no,0,no,0,cellular,20,aug,293,1,90,4,0,1
41,blue-collar,married,1,secondary,2,no,0,121,yes,1,no,0,cellular,13,may,16,6,176,5,0,0
59,services,married,1,secondary,2,no,0,204,no,0,no,0,cellular,23,jul,286,2,-1,0,0,0
24,admin.,married,1,secondary,2,no,0,299,yes,1,no,0,cellular,6,may,209,1,321,1,0,0
34,management,married,1,tertiary,3,no,0,4170,yes,1,no,0,unknown,21,may,935,1,-1,0,0,0
40,blue-collar,married,1,primary,1,no,0,-335,yes,1,no,0,unknown,27,may,260,1,-1,0,0,0
42,admin.,married,1,secondary,2,no,0,3165,yes,1,no,0,unknown,16,jun,298,4,-1,0,0,0
50,services,married,1,secondary,2,no,0,254,yes,1,no,0,cellular,15,apr,397,2,337,1,0,0
25,management,single,0,tertiary,3,no,0,553,yes,1,no,0,cellular,17,sep,113,4,479,1,0,0
51,services,divorced,0,secondary,2,no,0,518,yes,1,no,0,telephone,17,nov,76,1,-1,0,0,0
50,management,married,1,tertiary,3,no,0,85,no,0,yes,1,cellular,1,jun,141,1,-1,0,0,0
37,blue-collar,married,1,unknown,0,no,0,603,yes,1,no,0,unknown,23,may,773,2,-1,0,0,0
21,services,single,0,secondary,2,no,0,361,no,0,no,0,telephone,5,jun,329,1,95,1,0,0
52,blue-collar,married,1,secondary,2,no,0,-98,yes,1,no,0,unknown,7,may,423,1,-1,0,0,0
55,retired,married,1,primary,1,no,0,4424,no,0,no,0,cellular,5,aug,67,4,-1,0,0,0
26,technician,single,0,secondary,2,no,0,2610,yes,1,yes,1,unknown,2,jun,626,1,-1,0,0,0
38,technician,married,1,tertiary,3,no,0,3234,no,0,no,0,cellular,18,nov,578,2,-1,0,0,1
32,blue-collar,married,1,secondary,2,no,0,687,yes,1,no,0,unknown,9,may,61,1,-1,0,0,0
31,blue-collar,married,1,secondary,2,no,0,631,yes,1,no,0,unknown,23,may,248,4,-1,0,0,0
34,technician,single,0,secondary,2,no,0,341,no,0,yes,1,cellular,29,jan,136,1,262,3,0,0
33,technician,single,0,tertiary,3,no,0,316,no,0,no,0,cellular,21,aug,126,3,-1,0,0,0
35,technician,married,1,secondary,2,no,0,2,no,0,no,0,telephone,28,jan,653,3,-1,0,0,0
44,management,married,1,unknown,0,no,0,415,yes,1,no,0,telephone,14,may,7,7,-1,0,0,0
48,management,divorced,0,tertiary,3,no,0,507,yes,1,no,0,cellular,9,apr,528,1,-1,0,0,0
29,blue-collar,married,1,secondary,2,no,0,912,yes,1,no,0,cellular,13,may,785,1,-1,0,0,0
50,management,married,1,tertiary,3,no,0,0,no,0,no,0,cellular,9,jul,243,5,-1,0,0,0
37,blue-collar,married,1,primary,1,no,0,37,yes,1,no,0,cellular,13,may,24,2,362,1,0,0
44,admin.,single,0,secondary,2,no,0,2524,no,0,no,0,unknown,19,jun,82,1,-1,0,0,0
36,unemployed,single,0,tertiary,3,no,0,9019,yes,1,no,0,unknown,11,jun,952,3,-1,0,0,0
49,blue-collar,divorced,0,unknown,0,no,0,39,yes,1,no,0,cellular,13,may,27,5,-1,0,0,0
31,blue-collar,married,1,secondary,2,no,0,0,yes,1,no,0,unknown,5,may,143,1,-1,0,0,0
49,technician,divorced,0,secondary,2,no,0,265,yes,1,no,0,unknown,12,may,274,6,-1,0,0,0
35,blue-collar,single,0,secondary,2,no,0,0,yes,1,no,0,cellular,16,apr,1174,1,345,4,0,1
57,admin.,divorced,0,unknown,0,no,0,4012,no,0,no,0,cellular,20,nov,915,1,-1,0,0,0
42,blue-collar,married,1,primary,1,no,0,1520,yes,1,no,0,cellular,5,feb,115,1,-1,0,0,0
36,blue-collar,divorced,0,secondary,2,no,0,-140,yes,1,no,0,unknown,26,may,222,2,-1,0,0,0
75,retired,divorced,0,primary,1,no,0,852,no,0,no,0,cellular,15,mar,341,1,-1,0,0,0
38,blue-collar,single,0,secondary,2,no,0,578,yes,1,no,0,unknown,21,may,112,2,-1,0,0,0
40,blue-collar,married,1,primary,1,yes,1,0,yes,1,no,0,unknown,6,may,64,2,-1,0,0,0
38,services,single,0,secondary,2,no,0,2253,yes,1,no,0,cellular,13,may,937,3,-1,0,0,1
34,management,single,0,tertiary,3,no,0,1171,yes,1,no,0,cellular,10,jul,129,1,-1,0,0,0
29,technician,single,0,tertiary,3,no,0,452,yes,1,no,0,cellular,11,may,59,1,-1,0,0,0
28,admin.,married,1,secondary,2,no,0,-97,yes,1,no,0,cellular,29,jan,79,1,225,2,1,0
79,retired,married,1,secondary,2,no,0,4738,no,0,no,0,telephone,9,jul,151,5,-1,0,0,0
51,admin.,divorced,0,secondary,2,no,0,467,yes,1,no,0,unknown,19,may,83,1,-1,0,0,0
32,student,single,0,tertiary,3,no,0,0,no,0,no,0,cellular,6,aug,101,5,3,6,0,0
36,management,married,1,tertiary,3,no,0,495,no,0,no,0,cellular,5,aug,157,3,97,2,1,1
38,entrepreneur,married,1,secondary,2,no,0,157,no,0,yes,1,cellular,15,may,57,11,366,1,0,0
49,self-employed,married,1,secondary,2,no,0,358,yes,1,yes,1,unknown,13,may,176,3,-1,0,0,0
42,services,married,1,secondary,2,no,0,292,yes,1,no,0,cellular,11,may,222,3,-1,0,0,0
43,blue-collar,married,1,primary,1,no,0,7343,yes,1,no,0,unknown,2,jun,217,4,-1,0,0,0
34,blue-collar,married,1,secondary,2,no,0,-563,yes,1,no,0,unknown,26,may,252,1,-1,0,0,0
59,retired,single,0,secondary,2,no,0,351,yes,1,no,0,unknown,27,may,1063,5,-1,0,0,1
35,unknown,married,1,primary,1,no,0,365,no,0,no,0,cellular,29,aug,41,2,-1,0,0,0
33,blue-collar,single,0,secondary,2,no,0,13494,yes,1,no,0,unknown,20,jun,27,25,-1,0,0,0
34,admin.,single,0,secondary,2,no,0,846,yes,1,no,0,cellular,17,apr,758,2,-1,0,0,0
64,retired,married,1,secondary,2,no,0,1574,no,0,no,0,telephone,29,jul,301,3,-1,0,0,1
34,entrepreneur,married,1,tertiary,3,no,0,-28,yes,1,no,0,cellular,16,jul,574,1,-1,0,0,0
77,retired,married,1,tertiary,3,no,0,0,no,0,no,0,cellular,16,oct,847,1,60,1,1,1
57,retired,married,1,primary,1,no,0,2927,no,0,yes,1,telephone,30,jul,78,5,-1,0,0,0
30,blue-collar,married,1,secondary,2,no,0,501,yes,1,yes,1,unknown,27,may,514,1,-1,0,0,0
56,housemaid,divorced,0,primary,1,yes,1,1238,no,0,no,0,unknown,5,jun,1558,1,-1,0,0,1
49,unknown,married,1,unknown,0,no,0,301,no,0,no,0,cellular,14,aug,789,2,-1,0,0,0
73,retired,married,1,primary,1,no,0,1388,no,0,no,0,cellular,20,jul,146,3,190,3,1,0
39,technician,single,0,secondary,2,no,0,102,yes,1,no,0,cellular,14,aug,272,2,-1,0,0,0
57,technician,divorced,0,primary,1,no,0,13,yes,1,no,0,cellular,8,may,323,2,368,2,0,0
32,self-employed,married,1,secondary,2,no,0,413,yes,1,no,0,cellular,11,jul,712,2,-1,0,0,0
32,technician,single,0,tertiary,3,no,0,4665,yes,1,no,0,unknown,21,may,860,2,-1,0,0,1
45,admin.,married,1,secondary,2,no,0,638,yes,1,no,0,cellular,20,aug,75,9,-1,0,0,0
32,blue-collar,married,1,secondary,2,no,0,101,yes,1,no,0,unknown,19,may,191,4,-1,0,0,0
31,management,married,1,tertiary,3,no,0,1224,yes,1,yes,1,cellular,24,jul,1441,2,-1,0,0,1
49,self-employed,married,1,secondary,2,no,0,1103,no,0,no,0,cellular,12,aug,428,2,-1,0,0,0
29,services,married,1,secondary,2,no,0,3748,no,0,no,0,cellular,28,may,322,3,-1,0,0,0
55,technician,married,1,secondary,2,no,0,955,yes,1,no,0,cellular,29,jan,104,1,-1,0,0,0
30,admin.,married,1,secondary,2,no,0,518,yes,1,no,0,cellular,8,may,127,1,-1,0,0,0
45,services,single,0,primary,1,no,0,1893,yes,1,no,0,unknown,3,jun,1259,6,-1,0,0,1
39,technician,married,1,tertiary,3,no,0,14,no,0,no,0,cellular,28,jan,114,2,-1,0,0,0
36,admin.,married,1,secondary,2,no,0,-423,yes,1,yes,1,unknown,13,may,106,1,-1,0,0,0
33,management,married,1,tertiary,3,no,0,3696,no,0,no,0,cellular,19,nov,305,1,182,3,0,0
36,management,married,1,tertiary,3,no,0,2987,yes,1,no,0,cellular,12,aug,307,1,-1,0,0,1
31,technician,single,0,secondary,2,no,0,433,no,0,no,0,cellular,11,aug,1504,2,-1,0,0,0
36,technician,married,1,unknown,0,no,0,756,no,0,no,0,cellular,11,jul,396,3,-1,0,0,0
38,technician,single,0,tertiary,3,no,0,0,yes,1,no,0,cellular,1,jun,71,1,-1,0,0,0
33,unknown,married,1,secondary,2,no,0,2727,no,0,no,0,cellular,6,aug,205,3,-1,0,0,0
40,technician,married,1,secondary,2,no,0,93,yes,1,no,0,unknown,13,may,134,2,-1,0,0,0
31,blue-collar,married,1,secondary,2,no,0,1766,no,0,yes,1,cellular,5,jun,166,2,-1,0,0,1
39,services,married,1,secondary,2,no,0,124,yes,1,no,0,cellular,31,jul,81,5,-1,0,0,0
33,admin.,married,1,tertiary,3,no,0,69,no,0,yes,1,cellular,4,may,77,2,-1,0,0,0
53,services,divorced,0,secondary,2,no,0,0,no,0,no,0,cellular,12,mar,80,2,-1,0,0,1
38,management,married,1,tertiary,3,no,0,0,yes,1,no,0,cellular,13,may,537,5,303,2,0,0
59,technician,married,1,secondary,2,no,0,259,no,0,no,0,cellular,15,jun,415,1,89,1,1,1
55,blue-collar,married,1,primary,1,no,0,4103,no,0,no,0,cellular,19,nov,291,1,-1,0,0,0
38,technician,single,0,tertiary,3,no,0,744,yes,1,no,0,cellular,14,may,283,1,288,12,0,0
48,services,married,1,secondary,2,no,0,116,yes,1,no,0,telephone,20,apr,70,4,-1,0,0,0
53,blue-collar,married,1,secondary,2,no,0,70,yes,1,no,0,unknown,5,may,611,2,-1,0,0,0
44,admin.,divorced,0,secondary,2,no,0,432,no,0,no,0,cellular,9,feb,132,3,-1,0,0,0
57,management,married,1,tertiary,3,no,0,1172,no,0,no,0,unknown,18,jun,26,1,-1,0,0,0
29,blue-collar,single,0,secondary,2,no,0,9,yes,1,no,0,cellular,11,may,262,3,-1,0,0,0
31,services,married,1,secondary,2,no,0,428,yes,1,no,0,unknown,21,may,272,1,-1,0,0,0
35,technician,single,0,tertiary,3,no,0,7546,yes,1,no,0,cellular,28,dec,137,1,122,3,0,0
31,blue-collar,married,1,primary,1,no,0,620,no,0,no,0,cellular,30,mar,95,1,-1,0,0,0
35,self-employed,married,1,tertiary,3,no,0,8647,no,0,no,0,cellular,19,nov,140,2,-1,0,0,0
40,management,single,0,secondary,2,no,0,192,yes,1,no,0,unknown,16,may,71,11,-1,0,0,0
39,blue-collar,married,1,secondary,2,no,0,0,yes,1,no,0,cellular,7,may,502,1,7,2,0,0
43,technician,single,0,tertiary,3,no,0,27733,yes,1,no,0,unknown,3,jun,164,7,-1,0,0,0
44,entrepreneur,married,1,primary,1,no,0,276,yes,1,yes,1,unknown,15,may,219,1,-1,0,0,0
29,technician,single,0,secondary,2,no,0,113,no,0,no,0,cellular,12,feb,328,2,183,4,1,1
40,technician,married,1,secondary,2,no,0,782,yes,1,no,0,unknown,14,may,224,2,-1,0,0,0
33,entrepreneur,married,1,primary,1,no,0,82,yes,1,no,0,cellular,18,nov,63,2,-1,0,0,0
46,management,married,1,tertiary,3,no,0,1008,no,0,no,0,cellular,29,aug,24,13,-1,0,0,0
27,unknown,single,0,tertiary,3,no,0,6421,no,0,no,0,telephone,28,jan,147,4,-1,0,0,0
26,admin.,single,0,secondary,2,no,0,443,no,0,no,0,cellular,30,jul,84,3,-1,0,0,0
41,technician,married,1,secondary,2,no,0,351,yes,1,no,0,cellular,9,jul,175,1,-1,0,0,0
34,technician,married,1,tertiary,3,no,0,5060,yes,1,no,0,cellular,21,aug,12,21,-1,0,0,0
39,technician,single,0,tertiary,3,no,0,-41,no,0,yes,1,cellular,25,aug,40,15,-1,0,0,0
27,services,single,0,secondary,2,no,0,-124,no,0,no,0,cellular,18,jul,217,1,-1,0,0,0
31,blue-collar,married,1,secondary,2,no,0,79,yes,1,yes,1,cellular,23,jul,235,11,-1,0,0,0
44,unemployed,single,0,secondary,2,no,0,3945,no,0,no,0,cellular,28,jan,255,1,-1,0,0,0
55,retired,married,1,tertiary,3,no,0,197,no,0,yes,1,cellular,8,jul,256,1,-1,0,0,0
51,blue-collar,divorced,0,primary,1,no,0,837,no,0,no,0,telephone,30,jul,41,2,-1,0,0,0
50,management,married,1,tertiary,3,no,0,-94,no,0,yes,1,unknown,25,jun,75,1,-1,0,0,0
30,services,married,1,secondary,2,no,0,1743,yes,1,no,0,cellular,5,feb,192,4,-1,0,0,0
46,technician,married,1,secondary,2,no,0,57,no,0,no,0,unknown,28,may,796,1,-1,0,0,1
49,admin.,married,1,secondary,2,no,0,635,no,0,no,0,cellular,25,aug,220,3,-1,0,0,0
56,retired,married,1,secondary,2,no,0,-113,yes,1,yes,1,cellular,12,aug,614,2,-1,0,0,0
47,admin.,divorced,0,secondary,2,no,0,225,no,0,no,0,cellular,28,aug,1126,4,-1,0,0,1
30,admin.,married,1,secondary,2,no,0,124,no,0,no,0,telephone,16,jun,161,2,-1,0,0,0
36,entrepreneur,single,0,secondary,2,no,0,475,no,0,no,0,cellular,25,jul,141,3,-1,0,0,0
40,management,married,1,tertiary,3,no,0,-7,no,0,yes,1,telephone,25,jul,697,1,-1,0,0,0
37,technician,single,0,secondary,2,yes,1,375,no,0,no,0,unknown,9,jun,223,2,-1,0,0,0
42,admin.,divorced,0,secondary,2,no,0,936,no,0,no,0,cellular,30,jan,931,1,-1,0,0,1
45,technician,married,1,secondary,2,no,0,1415,yes,1,no,0,cellular,17,nov,483,1,116,1,0,0
34,unemployed,single,0,secondary,2,no,0,0,no,0,no,0,cellular,17,nov,63,2,-1,0,0,0
27,admin.,single,0,secondary,2,no,0,3638,no,0,no,0,cellular,11,jul,271,5,-1,0,0,0
30,blue-collar,married,1,secondary,2,no,0,-99,yes,1,no,0,cellular,15,may,144,5,-1,0,0,0
32,technician,married,1,secondary,2,no,0,167,yes,1,yes,1,cellular,8,aug,79,3,-1,0,0,0
46,housemaid,married,1,primary,1,no,0,19,yes,1,no,0,telephone,21,jul,171,1,-1,0,0,0
29,self-employed,married,1,tertiary,3,no,0,242,yes,1,no,0,cellular,18,jul,73,4,-1,0,0,0
53,unknown,married,1,unknown,0,no,0,13,no,0,no,0,telephone,28,jan,69,1,-1,0,0,0
32,technician,married,1,secondary,2,no,0,286,no,0,no,0,cellular,20,apr,60,1,343,4,0,0
49,unemployed,married,1,secondary,2,no,0,769,yes,1,no,0,unknown,14,may,257,1,-1,0,0,0
35,management,married,1,tertiary,3,no,0,93,no,0,no,0,cellular,4,may,198,2,88,1,0,0
38,blue-collar,married,1,secondary,2,no,0,1663,yes,1,no,0,cellular,13,apr,217,3,327,1,0,0
39,entrepreneur,married,1,primary,1,no,0,238,yes,1,yes,1,cellular,19,nov,134,1,-1,0,0,0
34,technician,single,0,secondary,2,no,0,2178,yes,1,no,0,cellular,26,may,41,1,-1,0,0,0
42,blue-collar,married,1,primary,1,no,0,792,yes,1,yes,1,cellular,19,nov,611,2,175,12,0,0
35,blue-collar,single,0,unknown,0,no,0,871,yes,1,no,0,unknown,6,jun,216,3,-1,0,0,0
60,admin.,married,1,secondary,2,no,0,1025,no,0,no,0,cellular,6,aug,388,8,-1,0,0,0
57,technician,divorced,0,secondary,2,no,0,63,yes,1,no,0,unknown,5,may,242,1,-1,0,0,0
31,blue-collar,single,0,secondary,2,no,0,16,no,0,no,0,cellular,7,jul,387,1,-1,0,0,0
29,management,single,0,secondary,2,no,0,417,no,0,no,0,cellular,7,oct,90,1,-1,0,0,0
41,services,married,1,secondary,2,no,0,3992,yes,1,no,0,telephone,20,nov,281,2,-1,0,0,0
46,blue-collar,married,1,primary,1,no,0,2749,yes,1,no,0,cellular,17,nov,332,1,-1,0,0,0
33,technician,married,1,secondary,2,no,0,133,no,0,no,0,cellular,4,may,218,1,-1,0,0,1
32,blue-collar,single,0,secondary,2,no,0,1721,yes,1,no,0,unknown,21,may,650,2,-1,0,0,0
54,management,divorced,0,tertiary,3,no,0,2171,yes,1,yes,1,telephone,18,nov,1034,1,-1,0,0,1
37,services,married,1,secondary,2,no,0,4760,yes,1,no,0,cellular,8,may,182,2,169,2,0,0
32,technician,single,0,secondary,2,no,0,2979,no,0,no,0,cellular,25,may,156,1,-1,0,0,0
43,management,married,1,tertiary,3,no,0,690,yes,1,no,0,cellular,6,aug,171,3,-1,0,0,0
50,blue-collar,divorced,0,secondary,2,no,0,203,yes,1,no,0,telephone,19,nov,265,1,127,4,0,0
34,blue-collar,married,1,secondary,2,no,0,322,yes,1,no,0,cellular,20,apr,10,3,-1,0,0,0
31,admin.,divorced,0,secondary,2,no,0,1210,no,0,no,0,cellular,16,jul,350,1,-1,0,0,0
43,self-employed,married,1,secondary,2,no,0,634,yes,1,no,0,cellular,17,nov,65,1,131,1,0,0
49,entrepreneur,married,1,secondary,2,no,0,273,no,0,no,0,cellular,23,jul,58,1,-1,0,0,0
22,student,single,0,unknown,0,no,0,47,no,0,no,0,cellular,3,jul,69,3,-1,0,0,0
35,management,married,1,tertiary,3,no,0,1100,no,0,yes,1,cellular,29,jan,127,2,-1,0,0,0
56,admin.,married,1,secondary,2,no,0,0,yes,1,no,0,telephone,19,nov,154,2,-1,0,0,0
53,blue-collar,married,1,secondary,2,no,0,0,no,0,no,0,telephone,31,jul,36,4,-1,0,0,0
54,entrepreneur,married,1,tertiary,3,no,0,1544,no,0,yes,1,cellular,5,feb,85,7,196,3,0,0
32,services,single,0,unknown,0,no,0,6145,yes,1,no,0,cellular,14,may,362,1,287,13,0,0
41,self-employed,married,1,secondary,2,no,0,28,yes,1,no,0,cellular,11,may,49,1,-1,0,0,0
40,blue-collar,married,1,secondary,2,no,0,1012,yes,1,no,0,cellular,6,may,410,1,-1,0,0,0
33,blue-collar,married,1,primary,1,no,0,245,yes,1,yes,1,cellular,8,may,253,3,-1,0,0,0
33,management,single,0,tertiary,3,no,0,1998,no,0,no,0,cellular,19,nov,570,1,-1,0,0,0
34,blue-collar,married,1,secondary,2,no,0,3990,yes,1,no,0,cellular,24,jul,633,7,-1,0,0,0
36,services,married,1,secondary,2,no,0,1328,yes,1,no,0,unknown,6,jun,82,4,-1,0,0,0
34,entrepreneur,married,1,tertiary,3,no,0,412,yes,1,yes,1,cellular,8,jul,164,1,-1,0,0,0
55,management,married,1,primary,1,no,0,229,no,0,yes,1,unknown,9,jun,175,3,-1,0,0,0
28,student,single,0,tertiary,3,no,0,1562,no,0,no,0,cellular,15,feb,659,4,-1,0,0,1
29,admin.,single,0,secondary,2,no,0,3432,yes,1,no,0,cellular,17,apr,139,2,-1,0,0,0
31,admin.,single,0,secondary,2,no,0,144,yes,1,no,0,unknown,4,jul,43,11,-1,0,0,0
52,management,married,1,tertiary,3,no,0,1339,yes,1,no,0,cellular,22,aug,343,5,-1,0,0,0
54,services,married,1,unknown,0,no,0,386,no,0,yes,1,cellular,19,nov,74,1,152,1,1,0
43,blue-collar,married,1,primary,1,no,0,7727,yes,1,no,0,unknown,15,may,302,8,-1,0,0,0
55,entrepreneur,married,1,secondary,2,no,0,204,no,0,no,0,cellular,14,jul,455,13,-1,0,0,0
28,blue-collar,divorced,0,unknown,0,no,0,101,yes,1,no,0,unknown,28,may,126,4,-1,0,0,0
45,unemployed,divorced,0,secondary,2,no,0,728,yes,1,yes,1,cellular,18,nov,107,1,-1,0,0,0
45,entrepreneur,married,1,primary,1,no,0,2418,yes,1,no,0,unknown,14,may,120,1,-1,0,0,0
51,management,married,1,tertiary,3,no,0,2934,yes,1,no,0,cellular,18,nov,727,4,-1,0,0,0
42,technician,single,0,secondary,2,no,0,0,yes,1,no,0,unknown,7,may,275,4,-1,0,0,0
43,unknown,single,0,unknown,0,no,0,181,no,0,no,0,telephone,28,jan,41,1,-1,0,0,0
